ip,up,upt,dn,dnt
76.172,449,1375473024.1267,487,1375473021.79
50.161,589,1375473021.79,483,1375473021.79
198.252,2175,1375474668.510,10416,1375474668.510
187.13,59,1375473711.89,0,-1
207.211,432,1375473609.4,1329,1375473609.4
173.231,841,1375474623.95,2482,1375474623.95
202.55,115,1375473024.1267,81,1375473024.1267
74.119,5204,1375473387.409,8938,1375473039.116
110.76,5877,1375473372.327,154161,1375473372.327
46.163,14946,1375473567.267,76353,1375473546.54
95.211,24580,1375475691.561,52885,1375475685.1898
198.153,923,1375473072.2060,534,1375473048.1027
178.77,440,1375473435.196,231,1375473390.140
216.146,208,1375475322.1119,215,1375475322.1119
37.252,656,1375473036.2431,10618,1375473036.2431
192.33,528,1375474764.729,3173,1375474800.129
1.201,661,1375473339.289,5020,1375473339.289
208.101,786,1375473036.2431,5346,1375473036.2431
1.23,117303,1375473606.20,29952,1375473237.365
207.38,6672,1375475445.111,11815,1375475838.108
67.217,5438,1375475607.2023,2710,1375475607.2023
205.209,768,1375473036.2431,838,1375475766.49
50.31,1584,1375474587.396,2550,1375475766.49
64.124,4711,1375473618.59,1658,1375473618.59
208.88,1950,1375474110.194,15321,1375474110.194
198.78,7122,1375473108.1408,43222,1375473108.1408
204.9,24743,1375473489.248,696865,1375473489.248
173.193,1034,1375475088.2949,21299,1375475607.2023
98.193,290,1375474890.23,215,1375474896.1184
98.172,269,1375474890.23,275,1375474890.23
143.117,95036,1375473672.861,678991,1375473204.347
70.165,84,1375473048.1027,0,-1
50.131,15,1375473045.87,24,1375473048.1027
205.208,93,1375473045.87,105,1375473045.87
50.142,83,1375475775.92,105,1375473255.276
209.167,936,1375475052.291,814,1375475088.2949
65.52,13227,1375473879.271,7263,1375474449.1198
199.30,1016,1375475430.62,2448,1375475610.166
66.155,817,1375475475.130,7236,1375473048.1027
4.2,116,1375473168.309,112,1375473447.356
207.150,25,1375473048.1027,25,1375473048.1027
62.138,1087,1375473354.303,8729,1375473354.303
71.198,3755,1375474599.2539,145294,1375474599.2539
50.147,196,1375473048.1027,158,1375473048.1027
66.240,11874,1375474674.685,520661,1375474830.2392
149.20,263,1375473048.1027,2336,1375473048.1027
76.74,7534,1375475472.853,151958,1375475472.853
72.233,6333,1375475661.985,229586,1375475661.985
69.195,631,1375473051.158,3602,1375473369.150
212.5,393,1375475196.1391,1940,1375473051.158
66.54,600,1375473054.114,554,1375473054.114
200.220,315,1375473057.118,2276,1375473057.118
173.213,396,1375473882.66,8369,1375473882.66
211.246,229,1375473360.9606,203,1375473903.86
54.236,1958,1375475352.112,9727,1375475352.112
69.28,12027,1375474164.71,49003,1375475208.192
199.9,31506,1375473138.935,1930328,1375473138.935
69.164,8906,1375473645.1034,153142,1375474017.1386
203.226,1819,1375474161.232,28975,1375474164.71
204.246,257,1375475013.1263,1484,1375473057.118
69.65,50,1375475742.55,50,1375475742.55
216.133,343,1375473060.87,237,1375473060.87
71.107,281,1375473060.87,235,1375473060.87
38.111,33546,1375475592.90,642762,1375475592.90
74.59,308,1375473060.87,270,1375473060.87
162.210,40,1375473060.87,0,-1
86.45,122,1375473063.836,160,1375473063.836
54.217,3918,1375475889.1,71193,1375475889.1
67.202,1278,1375473873.130,1568,1375473873.130
24.234,647,1375475190.103,8707,1375475193.9
176.34,7938,1375475874.910,20856,1375475874.910
111.13,2611,1375473303.642,11117,1375473303.642
95.215,1181,1375473066.147,7290,1375473066.147
178.255,1000,1375475850.67,3331,1375475850.67
192.95,11744,1375473069.848,11939,1375473069.848
199.127,1617,1375473069.848,15522,1375473069.848
115.182,193,1375473771.999,272,1375473771.999
14.198,15,1375473069.848,18,1375473069.848
141.101,8785,1375475880.1587,48987,1375473414.382
38.106,2570,1375473933.11,3688,1375473933.11
17.254,21083,1375475520.5029,7138,1375475520.5029
209.208,1786,1375474467.50,3610,1375473072.2060
218.92,2646,1375474305.84,127193,1375474308.211
220.181,485,1375473084.2,1006,1375473084.2
123.125,1910,1375474233.920,738,1375474233.920
75.101,1241,1375473123.836,4214,1375474770.4102
222.73,3814,1375474509.54,35349,1375474509.54
193.88,17,1375473087.69,0,-1
207.196,25,1375473087.69,0,-1
203.248,1465,1375473090.462,4132,1375473090.462
221.160,7236,1375473099.688,13944,1375473099.688
178.79,1870,1375473942.435,7259,1375473942.435
166.104,4938,1375473225.608,277119,1375473252.51
211.233,5296,1375475025.22,125513,1375475025.22
91.109,472,1375473111.448,212,1375473111.448
46.105,21,1375473099.688,40,1375473099.688
182.162,1793,1375473135.1261,82426,1375473135.1261
131.234,1077,1375473102.1065,5818,1375473099.688
194.25,1345,1375473237.365,19155,1375473234.637
129.70,1491,1375473150.977,8668,1375473132.114
192.81,1155,1375473651.351,1696,1375474965.955
119.235,1953,1375473867.1599,11828,1375473867.1599
54.228,5563,1375474413.102,262267,1375474410.697
217.70,523,1375473180.520,2099,1375473180.520
23.55,542,1375473126.975,2708,1375473105.155
200.186,661,1375475004.1965,3379,1375474806.272
91.203,0,-1,15,1375473102.1065
80.93,657,1375473501.653,1070,1375473501.653
157.166,15320,1375474848.160,19432,1375474896.1184
38.108,21,1375473105.155,15,1375473105.155
207.228,865,1375473105.155,3590,1375473117.117
144.122,58,1375473114.888,84,1375473123.836
31.131,2703,1375473108.1408,26717,1375473108.1408
211.136,250,1375473120.13,3614,1375473120.13
137.116,690971,1375473465.436,14327,1375473465.436
213.146,693,1375474965.955,303,1375474713.360
72.52,1714,1375473108.1408,13863,1375474518.173
174.129,3238,1375475439.135,6897,1375475439.135
211.36,1021,1375473174.407,5701,1375473174.407
24.90,76,1375473111.448,90,1375473111.448
96.224,76,1375473111.448,90,1375473111.448
174.24,15,1375473111.448,18,1375473111.448
71.239,15,1375473111.448,18,1375473111.448
96.21,17120,1375473117.117,1997,1375473117.117
24.200,64,1375473111.448,105,1375473357.26
77.29,59,1375473726.48,0,-1
201.140,1176,1375473921.32,0,-1
168.62,1754,1375475232.713,15962,1375475232.713
173.21,288,1375473114.888,267,1375473114.888
208.50,0,-1,15,1375473111.448
159.18,1016,1375473378.1129,15386,1375473252.51
24.168,255,1375473114.888,195,1375473114.888
98.25,198,1375473114.888,148,1375473114.888
173.77,969,1375474995.311,958,1375474995.311
200.121,93,1375473846.51,0,-1
74.208,1041,1375473117.117,8847,1375473117.117
187.60,484,1375473117.117,308,1375473117.117
124.253,98,1375475550.105,44,1375473966.47
98.137,6692,1375474263.1440,220449,1375474263.1440
4.71,1258,1375475088.2949,4160,1375473573.989
69.172,4002,1375474020.883,23845,1375473930.53
1.25,171,1375473120.13,1622,1375473120.13
125.65,403,1375473120.13,2968,1375473120.13
8.12,8805,1375475538.2536,81646,1375475538.2536
54.251,312,1375473549.685,1121,1375474887.821
111.91,1086,1375473867.1599,2754,1375473867.1599
64.14,812,1375473123.836,1886,1375473123.836
192.193,532,1375473123.836,2075,1375473123.836
63.140,1022,1375473126.975,1980,1375473126.975
208.89,3335,1375474527.32,47971,1375474527.32
67.205,15343,1375473129.707,396210,1375473129.707
117.27,1290,1375473600.3442,16084,1375473669.49
205.158,191,1375473132.114,163,1375473132.114
119.167,394,1375473612.600,615,1375473612.600
209.235,1666,1375474137.58,9326,1375473222.1598
207.47,80,1375473372.327,0,-1
165.254,13778,1375475319.3677,69880,1375475475.130
64.85,6556,1375473807.82,33219,1375473807.82
198.55,25,1375473150.977,25,1375473150.977
63.128,682,1375474008.14,23785,1375474008.14
113.193,40,1375473153.505,45,1375473618.59
15.201,784,1375473156.392,414,1375473156.392
78.129,707,1375475637.3292,3060,1375475721.300
198.142,3802,1375473165.555,17161,1375473165.555
202.125,403,1375473165.555,4004,1375473165.555
61.88,229,1375473168.309,4886,1375473168.309
23.59,5117,1375475475.130,11025,1375475475.130
216.9,710,1375475451.1896,1727,1375475451.1896
66.162,9432,1375473171.16,219587,1375473171.16
61.172,800,1375474386.33,14812,1375474386.33
64.62,1169,1375473291.355,7660,1375474656.451
184.172,5017,1375475862.41,73417,1375475862.41
208.79,1413,1375474368.28,23158,1375474368.28
4.23,7039,1375473831.972,154053,1375473831.972
110.45,1846,1375473279.634,48658,1375473780.911
61.111,2315,1375475193.9,27801,1375475196.1391
117.52,722,1375473189.830,11968,1375473189.830
211.244,1808,1375474980.123,9954,1375473594.295
207.223,206,1375473831.972,1097,1375473831.972
64.18,805,1375473192.407,14374,1375473192.407
174.34,325,1375473813.1658,132,1375473192.407
68.59,42,1375473192.407,20,1375473192.407
71.189,263,1375474476.58,190,1375474476.58
76.176,235,1375474476.58,173,1375474476.58
71.231,231,1375474434.78,171,1375474434.78
76.117,243,1375474434.78,167,1375474434.78
149.13,759,1375475115.1419,289,1375475397.34
202.131,2256,1375475592.90,8066,1375473510.192
119.205,481,1375473204.347,139,1375473204.347
211.189,327,1375473201.104,2795,1375473201.104
122.11,191,1375473201.104,426,1375473201.104
64.74,1069,1375473207.321,3600,1375474632.389
182.118,169,1375473201.104,184,1375473201.104
68.99,230,1375473369.150,165,1375473369.150
72.207,219,1375475061.574,171,1375473369.150
173.212,233,1375475061.574,167,1375473369.150
140.206,235,1375473204.347,230,1375473204.347
54.214,12712,1375475880.1587,12646,1375475880.1587
192.221,1593,1375473207.321,27986,1375473207.321
58.251,1166,1375473207.321,2652,1375473207.321
198.57,886,1375473207.321,17731,1375473207.321
212.161,520,1375475850.67,210,1375475850.67
184.84,2038,1375473207.321,2247,1375473207.321
72.30,5670,1375475457.605,36572,1375475691.561
213.163,1525,1375473285.574,3047,1375473288.1617
63.150,13352,1375474233.920,631992,1375473213.52
97.118,802,1375473750.402,2935,1375473750.402
68.196,200,1375473741.102,183,1375473735.169
31.67,224,1375473738.135,0,-1
135.19,176,1375473219.543,130,1375473219.543
213.102,131,1375473219.543,222,1375473222.1598
135.0,1631,1375473222.1598,1606,1375473222.1598
80.243,179,1375473222.1598,135,1375473222.1598
96.225,171,1375473222.1598,148,1375475046.238
68.180,210,1375473738.135,1442,1375473738.135
74.62,481,1375473228.9068,248,1375473228.9068
66.113,0,-1,92,1375473231.204
208.65,423,1375475688.943,2021,1375475688.943
207.164,515,1375473240.36,760,1375473543.2414
84.202,43,1375473240.36,105,1375474929.255
84.55,43,1375473240.36,105,1375475130.227
78.251,43,1375473240.36,0,-1
95.190,43,1375473243.329,53,1375473243.329
213.186,43,1375473243.329,101,1375473243.329
93.170,43,1375473243.329,101,1375473243.329
176.255,43,1375473243.329,98,1375473243.329
67.166,43,1375473243.329,98,1375473243.329
83.31,43,1375473243.329,105,1375473243.329
74.78,43,1375473243.329,37,1375474557.71
93.147,43,1375473243.329,105,1375473246.1096
93.103,43,1375473243.329,98,1375473243.329
158.46,43,1375473243.329,105,1375473243.329
175.156,86,1375473609.4,105,1375473612.600
58.161,43,1375473243.329,98,1375473243.329
119.155,43,1375473243.329,0,-1
124.6,43,1375473243.329,0,-1
58.95,43,1375473243.329,98,1375473243.329
91.185,43,1375473243.329,101,1375473243.329
77.70,43,1375473243.329,105,1375475685.1898
188.36,43,1375473243.329,0,-1
90.229,87,1375473246.1096,105,1375473249.113
86.28,43,1375473246.1096,101,1375473246.1096
58.167,43,1375473246.1096,0,-1
178.222,87,1375473285.574,0,-1
178.46,131,1375473300.1332,101,1375473273.1279
175.139,43,1375473246.1096,105,1375473246.1096
79.12,43,1375473246.1096,0,-1
186.52,43,1375473246.1096,105,1375473246.1096
208.163,43,1375473246.1096,105,1375473246.1096
78.154,43,1375473246.1096,105,1375474932.1054
178.213,43,1375473246.1096,0,-1
128.39,43,1375473246.1096,0,-1
92.114,43,1375473246.1096,101,1375473249.113
91.105,43,1375473246.1096,18,1375473249.113
95.106,43,1375473246.1096,105,1375473249.113
46.72,43,1375473246.1096,105,1375474920.565
71.186,43,1375473246.1096,105,1375473246.1096
59.84,43,1375473249.113,98,1375473282.689
37.143,43,1375473249.113,101,1375473249.113
31.216,43,1375473249.113,101,1375473249.113
213.114,43,1375473249.113,101,1375473264.450
96.50,43,1375473249.113,98,1375475670.556
117.65,43,1375473249.113,0,-1
117.200,43,1375473249.113,0,-1
217.153,43,1375473249.113,0,-1
24.119,43,1375473249.113,0,-1
46.16,43,1375473249.113,0,-1
61.4,168,1375473381.999,209,1375473381.999
174.112,43,1375473249.113,0,-1
69.62,6233,1375473336.935,4737,1375473339.289
110.251,43,1375473249.113,108,1375473252.51
151.40,43,1375473249.113,101,1375473252.51
89.128,43,1375473249.113,0,-1
95.104,43,1375473249.113,101,1375473315.58
84.72,43,1375473252.51,0,-1
83.60,43,1375473252.51,0,-1
58.108,538,1375473252.51,1855,1375473252.51
190.199,43,1375473252.51,101,1375473252.51
213.87,44,1375474899.1520,115,1375474899.1520
87.194,43,1375473252.51,101,1375473252.51
83.226,43,1375473252.51,105,1375473252.51
62.228,43,1375473252.51,105,1375473252.51
83.27,43,1375473252.51,105,1375473252.51
24.19,43,1375473252.51,98,1375473252.51
2.92,43,1375473252.51,84,1375473252.51
188.237,43,1375473252.51,105,1375473252.51
88.173,83,1375475814.1622,105,1375473321.19
46.130,43,1375473252.51,0,-1
188.80,43,1375473252.51,0,-1
204.79,4866,1375473255.276,39426,1375473255.276
99.237,43,1375473252.51,0,-1
194.44,43,1375473252.51,53,1375473252.51
178.17,43,1375473252.51,101,1375473252.51
65.5,43,1375473252.51,101,1375473252.51
178.216,569,1375474053.676,982,1375474053.676
88.189,43,1375473252.51,105,1375473345.117
174.36,9757,1375473492.755,140452,1375473492.755
90.224,43,1375473255.276,0,-1
193.25,43,1375473255.276,0,-1
59.161,43,1375473255.276,0,-1
49.81,43,1375473255.276,37,1375473255.276
41.72,43,1375473255.276,0,-1
79.106,43,1375473255.276,105,1375473255.276
82.24,43,1375473255.276,0,-1
154.20,43,1375473255.276,0,-1
91.219,43,1375473255.276,101,1375473255.276
86.130,43,1375473255.276,0,-1
31.132,43,1375473255.276,105,1375473255.276
91.215,730,1375475394.279,2022,1375475394.279
83.246,87,1375475649.875,203,1375475649.875
74.6,1325,1375473597.56,8205,1375475718.2143
210.6,43,1375473255.276,105,1375473270.1573
94.153,187,1375475088.2949,143,1375475088.2949
180.112,43,1375473255.276,0,-1
175.182,43,1375473255.276,98,1375473258.495
78.15,43,1375473255.276,0,-1
93.172,43,1375473255.276,101,1375473258.495
94.51,43,1375473258.495,101,1375473357.26
88.209,44,1375475088.2949,222,1375475088.2949
27.224,43,1375473258.495,18,1375473258.495
97.104,43,1375473258.495,101,1375473321.19
176.254,43,1375473258.495,0,-1
182.187,43,1375473258.495,105,1375473258.495
221.127,43,1375473258.495,0,-1
85.51,43,1375473258.495,101,1375473258.495
117.224,43,1375473258.495,53,1375473261.111
122.90,43,1375473258.495,0,-1
86.173,43,1375473258.495,0,-1
96.42,43,1375473258.495,0,-1
61.141,43,1375473258.495,0,-1
61.84,43,1375473258.495,0,-1
201.243,43,1375473258.495,101,1375473261.111
125.27,43,1375473258.495,101,1375473261.111
151.229,43,1375473258.495,18,1375474158.222
78.90,43,1375473258.495,105,1375473336.935
217.72,43,1375473258.495,101,1375473261.111
174.114,43,1375473258.495,0,-1
27.41,43,1375473261.111,108,1375473261.111
95.133,43,1375473261.111,101,1375473261.111
115.248,43,1375473261.111,0,-1
49.144,43,1375473261.111,0,-1
46.164,43,1375473261.111,0,-1
186.178,43,1375473261.111,105,1375473261.111
117.204,43,1375473261.111,101,1375473261.111
95.58,43,1375473261.111,105,1375473261.111
187.64,43,1375473261.111,0,-1
123.0,43,1375473261.111,0,-1
95.67,43,1375473261.111,101,1375473261.111
221.179,1087,1375474398.38,1432,1375474398.38
37.232,43,1375473261.111,0,-1
68.40,43,1375473261.111,0,-1
46.200,43,1375473261.111,53,1375473264.450
176.197,43,1375473261.111,0,-1
37.78,43,1375473261.111,0,-1
80.239,382,1375473486.45,2696,1375473486.45
92.80,43,1375473264.450,105,1375475124.1201
178.48,43,1375473264.450,101,1375473264.450
151.226,87,1375473270.1573,203,1375475607.2023
78.149,83,1375475640.904,101,1375475613.79
206.45,43,1375473264.450,0,-1
174.61,43,1375473264.450,101,1375473264.450
94.205,43,1375473264.450,0,-1
89.132,43,1375473264.450,0,-1
113.133,43,1375473264.450,0,-1
82.0,43,1375473264.450,0,-1
190.224,43,1375473264.450,101,1375473264.450
78.184,43,1375473264.450,101,1375473267.746
122.61,43,1375473264.450,203,1375473267.746
178.253,43,1375473264.450,105,1375474917.4227
95.25,43,1375473264.450,105,1375474896.1184
113.118,43,1375473264.450,108,1375473267.746
46.188,43,1375473267.746,53,1375475592.90
46.39,43,1375473267.746,0,-1
59.138,43,1375473267.746,0,-1
95.56,43,1375473267.746,0,-1
151.64,43,1375473267.746,0,-1
62.168,43,1375473267.746,0,-1
37.57,43,1375473267.746,101,1375473267.746
46.118,43,1375473267.746,0,-1
24.112,43,1375473267.746,0,-1
84.2,87,1375475616.1809,203,1375475616.1809
81.156,43,1375473267.746,101,1375473267.746
82.198,43,1375473267.746,0,-1
31.180,87,1375473303.642,203,1375473303.642
87.4,87,1375473285.574,0,-1
209.240,640,1375474251.2753,3971,1375474254.2423
1.242,43,1375473267.746,0,-1
120.56,43,1375473270.1573,101,1375473270.1573
176.205,43,1375473270.1573,101,1375473270.1573
78.69,43,1375473270.1573,101,1375473270.1573
188.77,43,1375473270.1573,98,1375475595.433
70.189,43,1375473270.1573,101,1375473270.1573
85.138,43,1375473270.1573,101,1375473270.1573
78.189,43,1375473270.1573,0,-1
92.246,131,1375473294.349,203,1375473285.574
128.70,338,1375473501.653,222,1375473501.653
72.22,87,1375473291.355,101,1375475613.79
80.94,87,1375473297.38,203,1375473297.38
24.238,87,1375473300.1332,203,1375475640.904
174.54,43,1375473273.1279,0,-1
94.254,43,1375473273.1279,53,1375473273.1279
141.146,650,1375473588.97,10009,1375473588.97
86.98,43,1375473273.1279,101,1375473276.237323
24.6,87,1375473297.38,0,-1
85.233,1807,1375473279.634,29811,1375473279.634
68.34,838,1375473279.634,727,1375473279.634
139.78,604,1375473279.634,546,1375473279.634
163.177,516,1375473615.131,225,1375473615.131
88.181,43,1375473279.634,0,-1
182.213,43,1375473279.634,53,1375473279.634
178.254,43,1375473279.634,101,1375475016.1118
90.62,87,1375475622.5557,203,1375475634.1514
212.174,43,1375473282.689,0,-1
180.70,1856,1375473801.1065,36730,1375473801.1065
114.108,2059,1375475160.79,2774,1375475154.333
176.62,87,1375473291.355,53,1375473297.38
2.94,87,1375473288.1617,203,1375473291.355
80.222,87,1375473300.1332,0,-1
86.97,87,1375473300.1332,210,1375473300.1332
46.182,218,1375473297.38,0,-1
195.46,479,1375475016.1118,271,1375475016.1118
211.43,864,1375473288.1617,189,1375474284.199
211.115,318,1375474161.232,677,1375474161.232
5.166,87,1375473300.1332,203,1375473291.355
98.222,87,1375473294.349,0,-1
79.132,87,1375473300.1332,203,1375473300.1332
41.44,87,1375475646.387,203,1375475649.875
173.234,321,1375473336.935,132,1375473300.1332
74.210,43,1375473303.642,0,-1
79.180,87,1375473306.33,101,1375473306.33
177.156,43,1375473306.33,53,1375473306.33
95.143,186,1375473306.33,145,1375473306.33
88.191,5644,1375475226.495,76499,1375475226.495
201.214,43,1375473306.33,101,1375473309.1041
189.4,43,1375473309.1041,0,-1
83.252,43,1375473309.1041,0,-1
123.20,43,1375473309.1041,0,-1
72.193,1967,1375473315.58,610,1375473315.58
24.47,530,1375473312.114,562,1375473312.114
85.92,43,1375473309.1041,101,1375475628.77
83.70,43,1375473309.1041,0,-1
66.147,753,1375475337.387,1440,1375475337.387
95.172,709,1375474926.568,7293,1375474926.568
201.4,43,1375473312.114,101,1375473312.114
50.138,43,1375473312.114,105,1375473330.318
222.137,43,1375473312.114,108,1375473312.114
114.241,43,1375473312.114,108,1375473312.114
80.249,43,1375473312.114,101,1375473312.114
124.209,43,1375473312.114,18,1375473312.114
178.65,43,1375473312.114,0,-1
188.186,43,1375473312.114,101,1375473312.114
138.210,151,1375474614.359,2859,1375474614.359
159.182,6021,1375473315.58,55089,1375473315.58
95.180,43,1375473312.114,101,1375473315.58
68.121,43,1375473312.114,101,1375473312.114
176.241,43,1375473312.114,101,1375473315.58
188.81,43,1375473312.114,0,-1
74.129,43,1375473315.58,101,1375473315.58
62.57,43,1375473315.58,101,1375473315.58
182.185,43,1375473315.58,53,1375475652.401
87.69,43,1375473315.58,105,1375473315.58
41.142,43,1375473315.58,101,1375473315.58
75.70,152,1375474515.18,118,1375474515.18
77.254,43,1375473318.43,101,1375473318.43
81.198,43,1375473318.43,105,1375475103.108
195.160,43,1375473318.43,0,-1
210.101,43,1375473318.43,0,-1
69.39,3206,1375473318.43,66994,1375473318.43
64.22,594,1375473318.43,794,1375473318.43
69.108,43,1375473318.43,0,-1
49.134,43,1375473318.43,0,-1
95.134,43,1375473318.43,101,1375473321.19
212.36,43,1375473318.43,105,1375473321.19
201.19,1608,1375475478.435,51939,1375475412.891
114.135,43,1375473321.19,108,1375473321.19
206.54,43,1375473321.19,0,-1
90.30,43,1375473321.19,0,-1
98.235,223,1375473387.409,219,1375473387.409
87.64,43,1375473321.19,0,-1
216.74,1171,1375473324.1006,8644,1375473726.48
88.244,603,1375475337.387,14203,1375475337.387
80.233,43,1375473321.19,105,1375473321.19
147.30,43,1375473321.19,105,1375475157.336
24.93,261,1375473699.389,161,1375473699.389
82.3,43,1375473321.19,0,-1
110.169,43,1375473321.19,0,-1
66.252,2314,1375473321.19,43404,1375473321.19
114.103,43,1375473324.1006,0,-1
188.115,43,1375473324.1006,101,1375473324.1006
84.238,43,1375473324.1006,101,1375473324.1006
220.245,43,1375473324.1006,105,1375473324.1006
87.111,43,1375473324.1006,53,1375475664.245
95.167,43,1375473324.1006,105,1375473324.1006
71.87,43,1375473324.1006,0,-1
193.222,2088,1375475331.31,5365,1375475331.31
46.149,43,1375473324.1006,0,-1
183.151,43,1375473324.1006,0,-1
81.0,2041,1375473330.318,10417,1375473330.318
217.31,787,1375473330.318,682,1375473330.318
195.168,32,1375473324.1006,17,1375473324.1006
91.213,1082,1375473327.327,51886,1375473327.327
195.250,163,1375473327.327,104,1375473327.327
2.93,44,1375475085.281,234,1375475085.281
14.41,43,1375473324.1006,0,-1
78.153,0,-1,18,1375473324.1006
88.161,43,1375473327.327,0,-1
70.188,43,1375473327.327,101,1375473327.327
78.60,43,1375473327.327,101,1375473327.327
140.174,605,1375473327.327,206,1375473327.327
88.190,1427,1375475232.713,30650,1375475232.713
216.227,6544,1375473327.327,70471,1375473327.327
78.132,43,1375473327.327,101,1375473327.327
171.6,43,1375473327.327,0,-1
186.6,43,1375473327.327,105,1375473327.327
183.82,43,1375473327.327,0,-1
189.250,43,1375473327.327,101,1375473327.327
201.10,43,1375473327.327,101,1375475697.754
112.144,43,1375473327.327,0,-1
62.201,43,1375473327.327,0,-1
190.44,43,1375473327.327,0,-1
213.37,43,1375473327.327,0,-1
68.204,43,1375473330.318,105,1375473330.318
188.54,43,1375473330.318,0,-1
175.118,43,1375473330.318,0,-1
121.170,43,1375473330.318,101,1375473330.318
218.81,43,1375473330.318,0,-1
17.72,101,1375473336.935,101,1375473336.935
173.236,2531,1375473333.83,62876,1375473333.83
85.66,43,1375473330.318,0,-1
41.47,32,1375473333.83,36,1375473336.935
63.142,50157,1375475544.663,455409,1375475439.135
200.139,15,1375473330.318,0,-1
212.8,756,1375474476.58,2126,1375473333.83
85.58,43,1375473330.318,101,1375473333.83
125.146,43,1375473330.318,0,-1
77.122,43,1375473330.318,101,1375475700.323
84.240,43,1375473330.318,0,-1
151.74,43,1375473330.318,101,1375473333.83
67.215,10257,1375474770.4102,570875,1375474773.83
195.149,43,1375473333.83,105,1375473354.303
120.37,43,1375473333.83,0,-1
181.135,43,1375473333.83,0,-1
175.108,43,1375473333.83,0,-1
115.66,83,1375475580.252,0,-1
119.179,43,1375473333.83,98,1375473333.83
70.74,43,1375473333.83,98,1375473333.83
79.53,83,1375475628.77,101,1375473333.83
174.119,43,1375473333.83,98,1375473333.83
195.138,131,1375473333.83,159,1375473333.83
176.77,43,1375473333.83,105,1375473333.83
95.242,43,1375473333.83,0,-1
89.250,687,1375474092.413,5649,1375474092.413
85.26,43,1375473333.83,0,-1
94.109,43,1375473333.83,105,1375473336.935
187.66,43,1375473333.83,0,-1
79.186,43,1375473336.935,0,-1
213.106,43,1375473336.935,101,1375473336.935
189.114,43,1375473336.935,18,1375473336.935
89.3,43,1375473336.935,101,1375475676.54
95.69,43,1375473336.935,101,1375473336.935
117.205,43,1375473336.935,101,1375473336.935
50.36,230,1375473336.935,206,1375473336.935
72.78,221,1375473336.935,163,1375473336.935
165.124,42,1375473336.935,18,1375473465.436
203.106,43,1375473336.935,101,1375473336.935
145.129,43,1375473336.935,98,1375473336.935
114.40,43,1375473336.935,108,1375475154.333
58.177,43,1375473336.935,98,1375475121.1720
177.194,43,1375473336.935,0,-1
141.170,43,1375473336.935,101,1375473336.935
111.192,43,1375473336.935,108,1375473336.935
95.135,43,1375473336.935,0,-1
149.154,43,1375473336.935,101,1375475598.70
128.68,117,1375473336.935,108,1375473339.289
71.123,43,1375473336.935,0,-1
84.82,43,1375473336.935,0,-1
174.29,39734,1375473396.129,3252,1375473339.289
91.117,548,1375475181.197,845,1375475100.162
68.191,43,1375473339.289,0,-1
178.75,43,1375473339.289,105,1375473339.289
82.173,43,1375473339.289,0,-1
60.242,43,1375473339.289,101,1375473339.289
212.98,43,1375473339.289,0,-1
203.96,43,1375473339.289,98,1375473339.289
123.142,43,1375473339.289,98,1375473339.289
184.186,43,1375473339.289,98,1375473339.289
80.3,43,1375473339.289,105,1375475679.3776
94.181,43,1375473339.289,105,1375473339.289
78.58,43,1375473339.289,0,-1
46.251,43,1375473339.289,0,-1
74.131,43,1375473339.289,101,1375473339.289
79.185,43,1375473339.289,0,-1
96.49,43,1375473339.289,0,-1
46.41,43,1375473339.289,0,-1
82.56,43,1375473339.289,0,-1
50.57,68959,1375473618.59,250379,1375475211.437
88.243,43,1375473342.1064,0,-1
83.222,43,1375473342.1064,98,1375473342.1064
126.91,43,1375473342.1064,101,1375473342.1064
163.204,43,1375473342.1064,98,1375473342.1064
50.51,43,1375473342.1064,0,-1
65.34,173,1375474896.1184,125,1375474896.1184
46.201,43,1375473342.1064,101,1375473342.1064
173.66,241,1375474308.211,214,1375474308.211
5.145,43,1375473342.1064,0,-1
190.75,43,1375473342.1064,0,-1
62.87,43,1375473342.1064,105,1375473342.1064
46.46,43,1375473342.1064,0,-1
62.35,43,1375473342.1064,101,1375473342.1064
61.117,43,1375473342.1064,53,1375473342.1064
92.113,43,1375473342.1064,101,1375473351.69
199.247,43,1375473342.1064,98,1375473345.117
67.185,43,1375473342.1064,105,1375475682.2169
5.50,43,1375473342.1064,0,-1
213.86,660,1375475658.829,1450,1375475658.829
213.109,2487,1375475316.13,138119,1375475316.13
50.65,43,1375473345.117,101,1375473345.117
69.181,361,1375475121.1720,496,1375475121.1720
82.244,43,1375473345.117,0,-1
82.225,712,1375475520.5029,281,1375475337.387
128.73,586,1375474104.205,171,1375474077.886
178.122,43,1375473345.117,53,1375473345.117
212.200,43,1375473345.117,0,-1
190.102,43,1375473345.117,101,1375473345.117
46.59,43,1375473345.117,101,1375473345.117
178.235,43,1375473345.117,101,1375473345.117
31.186,43,1375473345.117,105,1375475688.943
115.42,43,1375473345.117,0,-1
2.51,43,1375473345.117,101,1375473345.117
213.169,43,1375473345.117,18,1375473345.117
200.2,43,1375473345.117,0,-1
50.152,43,1375473345.117,18,1375475661.985
95.84,43,1375473345.117,105,1375473345.117
61.89,43,1375473345.117,0,-1
213.214,43,1375473345.117,98,1375473348.7
142.68,43,1375473345.117,0,-1
212.92,43,1375473345.117,0,-1
74.196,43,1375473345.117,0,-1
113.77,43,1375473345.117,108,1375473348.7
79.126,43,1375475682.2169,53,1375473345.117
